"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","House district","Senate district","latitude","longitude"
"358","1201890","Issued",2027-10-01,"PINE VIEW ESTATES","SUN PINEVIEW ESTATES LLC","6152 N GENESEE RD, FLINT MI 48506","48506","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","GENESEE","8882064163","1011","12/14/2021","BRUCE THELEN","2482082500","licensing@suncommunities.com","067","26",43.095938564789,-83.616500247091
"359","1202048","Issued",2028-10-01 16:07:05,NA,"CB GENESEE VILLA,LLC","5125 N CENTER RD, FLINT MI 48506","48506","129 E FRONT ST STE 200, TRAVERSE CITY, MI 49684","GENESEE","2317358673","93","09/06/2023","TURNER BOOTH","4433792525","TBOOTH@COCHRANBOOTH.COM","067","26",43.079373325724,-83.637749712746
"360","1201746","Expired",2024-10-01,"ATHERTON CROSSING MHC","FLINT MH MANAGEMENT LLC","1549 E ATHERTON ROAD, FLINT MI 48507","48507","1549 E ATHERTON ROAD - Attn: Office, FLINT, MI 48507","GENESEE","8107421420","190","03/23/2020","WES BLANEY","4256868722","flintmhmgmt@gmail.com","070","27",42.990746685765,-83.650462629111
"361","1200599","Issued",2027-10-01,NA,"VILLA MI LLC","3096 CAMELOT DR, FLINT MI 48507","48507","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","319","05/29/1979","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM;jgrace@plndv.com","070","27",42.960304535441,-83.736783575144
"362","1201031","Issued",2027-10-01,NA,"TUDOR ESTATES MI LLC","1330 E MAPLE, FLINT, MI 48507","48507","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","302","11/05/1985","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM","072","27",42.959744003275,-83.680481089952
"363","1201044","Issued",2027-10-01,"FISHERMANS COVE MANUFACTURED HOUSING COMMUNITY","SUN FISHERMANS COVE LLC","4441 JENA LANE, FLINT, MI 48507","48507","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","GENESEE","No Phone","162","12/05/1986","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","070","27",42.965627002048,-83.724451029545
"364","1201516","Issued",2027-10-01,NA,"PARKWOOD MOBILE HOME PARK","3120 CHARI DRIVE, FLINT MI 48507","48507","3120 CHARI DRIVE, GRAND BLANC, MI 48507","GENESEE","No Phone","250","12/21/2017","PATRICK S MILLER","3038800466","pmiller0813@msn.com","072","27",42.954767995027,-83.643259975893
"365","1201533","Issued",2027-10-01,NA,"MY PLACE AT HERITAGE ESTATES LLC","G-5182 S DORT HIGHWAY, FLINT MI 48507","48507","PO BOX 46399, MT. CLEMENS, MI 48046","GENESEE","8103448066","56","04/02/2018","CHRISTOPHER NORTLEY","586-745-4294","chris@myplacecommunities.com","072","27",42.954892005285,-83.655050715271
"366","1201998","Issued",2027-10-01,"LINDEN PLACE MHC","CC LINDEN PLACE PROPERTY LLC","4192 LINDEN ROAD, FLINT MI 48507","48507","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302","GENESEE","8107320274","162","12/22/2022","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","069","27",42.966850024275,-83.771854758287
"367","1202054","Issued",2027-10-01,"WESTHAVEN MOBILE HOME PARK","COSMONET-WESTHAVEN LLC","3251 TORREY ROAD, FLINT MI 48507","48507","20 SHALLOWBROOK ROAD, MORGANVILLE, NJ 07751","GENESEE","8045506892","77","10/04/2023","PRABIN DUTTA","8045506892","mhpdutta@comcast.net","070","27",42.980845981734,-83.731224026406
"368","1201153","Issued",2027-10-01,NA,"CENTENNIAL FARMS MI LLC","1065 PEACH BLOSSOM CIRCLE, BURTON, MI 48509","48509","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","390","01/24/1995","ROSS DEBOLT","804967567","RDEBOLT@PLNDV.COM;jgrace@plndv.com","068","26",43.022835191306,-83.576974505437
"369","1201701","Issued",2027-10-01,"VILLA GRANDE MOBILE HOME PARK","COSMONET VILLA GRANDE LLC","4403 DAVISON RD, BURTON MI 48509","48509","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","GENESEE","8045506892","43","09/26/2019","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com","068","27",43.03394370388,-83.619821911501
"370","1202057","Expired",2024-10-01,"TWIN MEADOWS","EVERGREEN TWIN MEADOWS LLC","1021 E SCOTTWOOD AVE, BURTON MI 48529","48529","525 WILLIAM PENN PLACE, 28TH FL., PITTSBURGH, PA 15219","GENESEE","2035010796","105","10/12/2023","AKSHITA BANERJEE","2035010796","compliance@evergreenparke.com","070","27",42.970371955526,-83.689349463065
"371","1200643","Issued",2027-10-01 17:12:57,"DELTA MOBILE HOME PARK","EVERGREEN TWIN MEADOWS LLC","G-4071 FENTON RD, BURTON MI 48529","48529","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGH, PA 15219","GENESEE","2035010796","48","06/19/1979","AKSHITA BANERJEE","2035010796","COMPLIANCE@EVERGREENPARKE.COM","070","27",42.972211992821,-83.690628038575
"372","1200715","Issued",2027-10-01,"MAPLE GROVE MOBILE HOME COMMUNITY","COSMONET LLC","4493 FENTON ROAD, BURTON, MI 48529","48529","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","GENESEE","No Phone","101","07/13/1979","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com","070","27",42.960416182392,-83.689923455794
"373","1201483","Issued",2027-10-01,"GREEN BRIAR COMMUNITY","4070 GREENBRIAR LLC","4070 GREEN BRIAR BLVD, BURTON MI 48529","48529","31550 NORTHWESTERN HWY STE 220, FARMINGTON HILLS, MI 48334","GENESEE","8102359500","345","07/20/2017","ANTHONY DENOME","248 865 0066","tony.denome@paragonapts.com","070","27",42.970447434564,-83.68474100888
"374","1201304","Issued",2027-10-01,"VALLEY MEADOW VILLAGE","VALLEY MEADOWS LLC","G-4152 CORUNNA RD., FLINT, MI 48532","48532","G-4152 CORUNNA RD, FLINT, MI 48532","GENESEE","No Phone","84","12/12/2003","MICHAEL JOUBRAN","8107203333","mjoubran@joubran.net","069","27",43.002593709623,-83.758887240551
"375","1201895","Issued",2027-10-01,NA,"PHEASANT RUN MHP LLC","1587 PHEASANT RUN DRIVE, FLINT MI 48532","48532","PO BOX 249, ENGLEWOOD, NJ 07631","GENESEE","6467794400","179","12/21/2021","SCOTT PISTORIUS","6467794400","FinancialOperations@ourhomesofamerica.com","069","27",43.003152773446,-83.760641596096
"376","1201659","Issued",2027-10-01,"BRIDGEPORT MOBILE HOME PARK","GROSS PROPERTY VENTURES INC","5948 DIXIE HWY, BRIDGEPORT MI 48601","48601","21202 E SADALE ROCK LANE, AURORA, CO 80016","SAGINAW","3032171114","41","05/02/2019","KENNETH GROSS","3032171114","spenrose9@msn.com","094","26",43.365619803483,-83.886975629203
"377","1201787","Issued",2027-10-01,"SAGINAW VILLAS MHC","SAGINAW VILLAS MHP SAGINAW MI LLC","4141 DIXIE HIGHWAY, SAGINAW MI 48601","48601","1630 W. GUADALUPE ROAD, GILBERT, AZ 85233","SAGINAW","9897599433","472","09/17/2020","THOMAS STAPLEY","480-339-0000","licensing@rootsmg.com","094","35",43.394011279286,-83.903245741456
"378","1201912","Issued",2027-10-01,NA,"SAGINAW MHP 1 LLC","5653 DIXIE HIGHWAY, SAGINAW MI 48601","48601","P.O. BOX 622023, OVIEDO, FL 32762","SAGINAW","9898889217","145","02/16/2022","ANDREW KEEL","4079004841","keelexpenses@gmail.com; anna@keelteam.com","094","26",43.375495529443,-83.891125341827
"379","1202063","Issued",2027-10-01,NA,"YES ROBIN GLEN LLC","5720 EAST WASHINGTON ROAD, SAGINAW MI 48601","48601","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","SAGINAW","3034837300","511","10/25/2023","JOSH SONNE","7206407190","legal@yescommunities.com","097","35",43.447654789056,-83.841295933277
"380","1201557","Issued",2027-10-01,"LAKEVIEW ESTATES ON LAWNDALE","YES COMPANIES FRED LLC","4231 LAWNDALE ROAD, SAGINAW MI 48603","48603","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","SAGINAW","9897919780","189","08/03/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","093","35",43.469577973742,-84.034151349775
"381","1201602","Issued",2027-10-01,"LAWNDALE ESTATES MOBILE HOME COMMUNITY","YES LAWNDALE LLC","4509 LONGMEADOW BLVD W, SAGINAW MI 48603","48603","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","SAGINAW","989-799-9680","672","10/19/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","093","35",43.473142563176,-84.040900528318
"382","1202076","Issued",2027-10-01,"SAGINAW VALLEY MHC","YES SAGINAW LLC","6160 DAVID ROAD, SAGINAW MI 48604","48604","5050 S SYRACUSE ST  STE 1200, DENVER, CO 80237","SAGINAW","9897523864","179","02/15/2024","JOSHUA SONNE","3034837300","businesslicensing@yescommunities","097","35",43.496801952597,-83.955694662386
"383","1201315","Issued",2027-10-01,NA,"THOMAS CROSSINGS LLC","1723 CRANBERRY LAKE CIRCLE, SAGINAW, MI 48609","48609","PO BOX 185, ST CHARLES, MI 48655","SAGINAW","9898659902","43","08/15/2006","MARTIN J SZEPANSKI","9897811505","ericconstructiondude@yahoo.com","093","26",43.398745039519,-84.070025259
"384","1201449","Issued",2027-10-01,NA,"EDGEWOOD MHC LLC","1490 SOUTH GRAHAM ROAD, SAGINAW MI 48609","48609","4893 ROCHESTER ROAD, STE. D, TROY, MI 48085","SAGINAW","9897810770","197","01/10/2017","WILLIAM CONNELL","2486010202","wtconnell@comcast.net","093","26",43.403053969798,-84.137784551893
"385","1201555","Issued",2027-10-01,NA,"KRIS KAY MHC LLC","1800 S GRAHAM ROAD, SAGINAW MI 48609","48609","4893 ROCHESTER ROAD, STE. D, TROY, MI 48085","SAGINAW","9897812720","302","07/27/2018","WILLIAM CONNELL","2486010202","wtconnell@comcast.net","093","26",43.397647916771,-84.131142774884
"386","1200763","Issued",2027-10-01,"NORTHERN COUNTRY ESTATES","NORTHERN COUNTRY ESTATES LLC","1030 M-76, ALGER, MI 48610","48610","PO BOX 118, ALGER, MI 48610","ARENAC","9893872206","40","08/24/1979","CURTIS H BROWN","9893872206",NA,"099","36",44.103744908567,-84.105657426294
"387","1200872","Issued",2027-10-01,"LAKEFRONT ESTATES","LAKEVIEW VILLAGE MHC LLC","385 W BROWN STREET, BEAVERTON, MI 48612","48612","12900 HALL RD STE 322, STERLING HEIGHTS,, MI 48322","GLADWIN","No Phone","68","10/12/1979","STACY O BUSS","5863545044","stacybuss@thebussgroup.com","095","34",43.880661685895,-84.501797531034
"388","1200954","Issued",2027-10-01,NA,"PLEASANT BEACH MOBILE HOME RESORT LLC","4991 WIXOM ROAD, BEAVERTON, MI 48612","48612","4991 WIXOM DR, BEAVERTON, MI 48612","GLADWIN","5864055123","68","04/08/1980","DAVID LOUIS CLARKSON","5864055123",NA,"095","34",43.842928746642,-84.335229668922
"389","1201855","Issued",2027-10-01,NA,"CB BRECKENRIDGE LLC","452 ELM ST, BRECKENRIDGE MI 48615","48615","129 FRONT ST  STE 200, TRAVERSE CITY, MI 49684","GRATIOT","2317358673","46","07/20/2021","TURNER BOOTH","4433792525","TBOOTH@COCHRANBOOTH.COM","093","34",43.414428170498,-84.485790945816
"390","1200287","Issued",2027-10-01,NA,"STODDARD MOBILE COURT & SALES, INC","16940 SOUTH OAKLEY ROAD, CHESANING, MI 48616","48616","16940 SOUTH OAKLEY RD, CHESANING, MI 48616","SAGINAW","9898452183","125","03/20/1979","RANDALL D STODDARD","9898452183","randy@stoddardhomes.com","071","34",43.174030786927,-84.170589979817
"391","1201422","Issued",2027-10-01,NA,"PLEASANT VALLEY ESTATES LLC","600 W 5TH STREET, CLARE MI 48617","48617","PO BOX 1526, NOVI, MI 48376","CLARE","9893869417","57","08/18/2016","JOSEPH DEWHIRST","2484445020","pleasantvalleyest@gmail.com","100","34",43.823211995802,-84.781661985806
"392","1201663","Issued",2027-10-01,NA,"RIDGEVIEW MHC LLC","705 E 5TH STREET, CLARE MI 48617","48617","PO BOX 1526, NOVI, MI 48376","CLARE","9893869417","25","06/17/2019","DAVID LUNDGREN","3134341701","pleasantvalleyest@gmail.com","100","34",43.817118471239,-84.757781832513
"393","1201883","Issued",2027-10-01,NA,"SOUTHGATE MV LLC","330 S THIRD STREET, COLEMAN MI 48618","48618","4370 CHICAGO DRIVE SW, #516, GRANDVILLE, MI 49418","MIDLAND","6163799254","58","11/01/2021","NATHAN MOUW","6163799254","JUJIPROPERTIES@GMAIL.COM","095","34",43.751723288443,-84.588717615506
"394","1201681","Issued",2027-10-01,NA,"MEADOWS OF FARWELL MHC LLC","551 GRACE STREET, FARWELL MI 48622","48622","PO BOX 1526, NOVI, MI 48376","CLARE","9893869417","66","08/08/2019","JOSEPH DEWHIRST","3134341701","pleasantvalleyest@gmail.com","100","34",43.840090676136,-84.85868983197
"395","1201152","Issued",2027-10-01,NA,"FALCONVIEW ESTATES LLC","9645 MEADOWLARK CR, FREELAND, MI 48623","48623","9645 MEADOWLARK CR, FREELAND, MI 48623","SAGINAW","No Phone","179","01/11/1995","DAVID REID","9896956600","falconviewestates@yahoo.com","097","35",43.525568015653,-84.103095961783
"396","1202021","Issued",2027-10-01,"FREELAND","CC FREELAND PROPERTY LLC","10340 MIDLAND ROAD, FREELAND MI 48623","48623","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","SAGINAW","9896959730","120","04/27/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","095","35",43.563250328211,-84.171144107436
"397","1200847","Issued",2027-10-01,NA,"THE GREENBRIAR GROUP LLC","1305 NORTH SPRING ST LOT 69, GLADWIN, MI 48624","48624","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334","GLADWIN","No Phone","113","10/11/1979","MARK G ZARTARIAN","9894266770","MARK@FREEDMANGOLDBERG.COM","099","34",43.992389856834,-84.498261960455
"398","1200870","Issued",2027-10-01,"LAKESHORE VILLAGE MOBILE HOME PARK","BENTLEY-RIVARD CO","4061 LAKE SHORE DRIVE, GLADWIN, MI 48624","48624","4061 LAKESHORE DR, GLADWIN, MI 48624","GLADWIN","8106874026","47","10/12/1979","CURTIS RIVARD","8102664846",NA,"099","34",44.083463934459,-84.316551185549
"399","1200966","Issued",2027-10-01,"KEY MOBILE HOME COURT","KEY MOBILE HOME COURT LLC","221 LAKEVIEW DR, GLADWIN, MI 48624","48624","5820 HEMPSTEAD RD, OXFORD, MI 48371","GLADWIN","9894269297","32","07/01/1980","JOHN CALIN","5862141169","calinz1@aol.com","099","34",43.984712829806,-84.353673376308
"400","1201679","Issued",2027-10-01,"GLADWIN VILLAGE MOBILE HOME PARK","THORNE PROPERTIES INC","805 N BOWERY, GLADWIN MI 48624","48624","213 W CEDAR AVE, GLADWIN, MI 48624","GLADWIN","5869253723","10","08/06/2019","ALAN THORNE JR","5869253723",NA,"099","34",43.987206080404,-84.490424203494
"401","1202050","Issued",2027-10-01,NA,"SECORD LAKE MHC LLC","2577 LAKE SHORE DR, GLADWIN MI 48624","48624","4903 PRAIRIE SUNSET DR, MIDDLEVILLE, MI 49323","Gladwin","2699081429","37","09/21/2023","KENNETH RILEY","2699081429","RILEKENNY@GMAIL.COM","099","34",44.042635882697,-84.337677146857
"402","1200899","Issued",2027-10-01,"HARRISON ESTATES","GEORGE BERGEVIN","2600 MOSTETLER ROAD, HARRISON, MI 48625","48625","1613 LOEBRICH DR, GLADWIN, MI 48624","CLARE","9893454511","50","10/11/1979","GEORGE BERGEVIN","9893454511",NA,"100","34",44.009570998144,-84.796414973585
"403","1201833","Issued",2027-10-01,"HARRISON MOBILE HOME PARK","FRED KRYMIS","1820 HAMPTON ROAD, HARRISON MI 48625","48625","6088 W Q AVE, KALAMAZOO, MI 49009","CLARE","9895393128","6","04/20/2021","FRED KRYMIS","2692679564","krymis@gmail.com","100","34",44.034050388278,-84.811956698453
"404","1200863","Issued",2027-10-01,NA,"PLEASANT VALLEY S&W LLC","16105 DOYLE RD, HEMLOCK MI 48626","48626","129 S GRANGER ST, SAGINAW, MI 48602","SAGINAW","3035175454","159","10/12/1979","WILLIAM WALLACE","7202171751","WILLIAMWALLACE21@ICLOUD.COM","093","26",43.407200564058,-84.231675089374
"405","1200832","Expired",2024-10-01,"HIGGINS LAKE HIDE-A-WAY MOBILE HOME PARK","EDWARDINE ELLIXSON","6059 WEST HIGGINS LAKE DRIVE, HIGGINS LAKE, MI 48627","48627","5609 E 34 RD, CADILLAC, MI 49601","ROSCOMMON","No Phone","25","09/21/1979","EDWARDINE ELLIXSON","9898216923",NA,"105","36",44.461058273195,-84.747359382337
"406","1201473","Issued",2027-10-01,NA,"PARK 24 INC","109 PRUDENCE STREET, HIGGINS LAKE MI 48627","48627","13228 N LINDEN RD, CLIO, MI 48420","ROSCOMMON","810-730-6876","24","04/18/2017","JENNIFER LINCE","8100-730-6876","JLINCE6180@GMAIL.COM","105","36",44.462270835063,-84.748263435868
"407","1201694","Issued",2027-10-01,NA,"HOUGHTON LAKE MOUNDS LLC","130 MOUNDS TRAIL, HOUGHTON LAKE MI 48629","48629","4567 BAYLISS AVE, WARREN, MI 48091","ROSCOMMON","5862224453","24","08/28/2019","ROBERT THORNTON JR","5862224453","houghtonlakemounds@gmail.com","105","36",44.360095986333,-84.684738016075
"408","1201917","Issued",2027-10-01,NA,"WHISPERING OAKS MHP LLC","3517 W HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629","48629","4370 CHICAGO DRIVE SW #516, GRANDVILLE, MI 49418","ROSCOMMON","6163799254","26","02/25/2022","NATHAN MOUW","6163799254","jujiproperties@gmail.com","105","36",44.298554895034,-84.709192675512
"409","1201993","Issued",2027-10-01,"NORTH SHORE MHP","RYMBER LLC","8632 E. HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629","48629","P.O. BOX 919, ELK RAPIDS, MI 49629","ROSCOMMON","8054598959","30","11/21/2022","MICHELE HOUSEMAN","8054590824","northshoremhp@yahoo.com","105","36",44.376734986145,-84.731372997505
"410","1201903","Issued",2027-10-01,NA,"CC WHITE BIRCH PROPERTY LLC","477 MAPLE DRIVE, KAWKAWLIN MI 48631","48631","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","BAY","9896868925","249","01/18/2022","JEFFREY DAVIDSON","2487025900","jdavidson@cambiomhc.com","096","35",43.668840452409,-84.045785956106
"411","1201708","Issued",2027-10-01,NA,"MH ALPINE LLC","3601 ALPINE DR, MIDLAND MI 48640","48640","6632 TELEGRAPH RD  STE 310, BLOOMFIELD HILLS, MI 48301","MIDLAND","2483312479","281","10/25/2019","ANDREW BYBEE","No Phone","ANDREW@STACKWITHUS.COM","095","35",43.663744145265,-84.269335533452
"412","1201341","Issued",2027-10-01,NA,"MAPLE GROVE MANUFACTURED HOME COMMUNITY INC","401 KUIPERS DR, MIDLAND MI 48642","48642","PO BOX 2558, MIDLAND, MI 48641","MIDLAND","No Phone","140","11/17/2009","DAVID C BRADLEY","9896313200","DAVIDBRADLEY@BRADLEYLEASING.COM","095","35",43.600420422666,-84.179263154128
"413","1201571","Issued",2027-10-01,NA,"MC SCIENCE CITY PROPERTY LLC","3823 BAY CITY ROAD, MIDLAND MI 48642","48642","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","MIDLAND","No Phone","173","08/31/2018","JOSH SONNE","3034837300","businesslicensing@yescommunities.com","095","35",43.605298564586,-84.180481799031
"414","1201832","Issued",2027-10-01,"VICTORIA WOODS MHP","MIDLAND VICTORIA LLC","2574 WEST MIDLAND ROAD, MIDLAND MI 48642","48642","18910 PROSPECT AVE, SONOMA, CA 95476","BAY","4156804955","52","04/08/2021","TIMOTHY L SCHROEDER","4156804955","tls@parkcitycapitalpartners.com","097","35",43.60652307682,-84.152776088637
"415","1201956","Issued",2027-10-01,"ARLINGTON MANOR MHP","MOBILE HOME PARKS OF MICHIGAN LLC","4885 MONTERAY DRIVE, MIDLAND MI 48642","48642","6800 GULFPORT BLVD S, ,  SUITE 201-290SOUTH PASADENA, FL 33707","BAY","3053046255","99","08/12/2022","MICHAEL SAVIANO","321-615-3111","MICHAEL@CORNERSTONECOMMUNITIES.CO","095","35",43.601057908312,-84.166850477535
"416","1202015","Issued",2027-10-01,"OAKSIDE MHC","CC OAKSIDE PROPERTY LLC","2752 W NORTH UNION ROAD, MIDLAND MI 48642","48642","29200 Northwestern Hwy., Ste. 300, SOUTHFIELD, MI 48034","BAY","9896314700","142","04/12/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","097","35",43.615934403434,-84.157173570319
"417","1200397","Issued",2027-10-01,NA,"WHISPERING PINES TRAILER PARK","240 S MT TOM RD, MIO MI 48647","48647","240 S MT TOM RD, MIO, MI 48647","OSCODA","9898263816","9","03/30/1979","MICHAEL M FUHR","9898263816","ms733i@aol.com","105","36",44.675165837013,-84.130248588003
"418","1201881","Issued",2027-10-01,"LAKEVIEW MOBILE HOME PARK","AFM ASSETS LLC","454 E HOUGHTON LAKE DRIVE, PRUDENVILLE MI 48651","48651","6950 SW HAMPTON STREET., STE. 336, PORTLAND, OR 97223","ROSCOMMON","5034779306","49","10/25/2021","DEREK BROWN","5034779306","derek@dlbcapman.com","105","36",44.310891988423,-84.635823734892
"419","1200831","Issued",2027-10-01,NA,"CLUB MICHIHIGGI, INC","1236 COUNTY ROAD 200, HIGGINS LAKE, MI 48653","48653","1050 CONSERVATION CT, ADA, MI 49301","ROSCOMMON","2313692516","20","09/21/1979","SCOTT SOUTHLAND","616 293 0002","CARABETHBRACK@YAHOO.COM","105","36",44.427521667154,-84.703926855707
"420","1200838","Issued",2027-10-01,NA,"WAGON WHEEL ESTATES","2750 W HIGGINS LAKE DR, ROSCOMMON MI 48653","48653","2750 W. HIGGINS LAKE DR #B, ROSCOMMON, MI 48653","ROSCOMMON","517-256-9777","10","09/21/1979","STEPHEN R CZERNESKI","5172569777","wagonwheelestates2750@gmail.com","105","36",44.448318744287,-84.709802253502
"421","1200222","Issued",2027-10-01,NA,"STOLKHOLM LLC","800 WEST MIER ROAD, SANFORD, MI 48657","48657","4412 ALVARADO DR., BAY CITY, MI 48706","MIDLAND","9896841826","116","03/20/1979","HENRY JOHNSON","9896841826","ceasar11@sbcglobal.net","095","34",43.714337234252,-84.400122447126
"422","1201158","Issued",2027-10-01,"OLD OAK TRAILS ESTATES MOBILE HOME PARK","CLINTON MOBILE HOME PARK LTD LLC","1661 N OLD OAK TR, SANFORD, MI 48657","48657","1661 N OLD OAK TR, SANFORD, MI 48657","MIDLAND","No Phone","215","07/26/1995","HUGH REID","9896875639","oldoaktrails &yahoo.com","095","35",43.660128448932,-84.327428799275
"423","1202033","Issued",2027-10-01,"LAKEVIEW TRAILER COURT","GERALD BURTON","320 CEDAR STREET, SANFORD MI 48657","48657","P.O. BOX 252678, WEST BLOOMFIELD, MI 48325","MIDLAND","2487892335","18","07/06/2023","GERALD BURTON","2487892335","22jerryman@gmail.com","095","34",43.675657600945,-84.380606107591
"424","1201312","Expired",2024-10-01,NA,"R & L RENTAL HOUSING","4850 S. HURON, STANDISH, MI 48658","48658","4850 S HURON, STANDISH, MI 48658","ARENAC","9898460417","3","08/23/2005","LEONARD E GOODMAN","9898460417",NA,"099","36",43.943635134,-83.967669049263
